step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
133.0,CASH_OUT,82742.46,C27723123,207461.19,124718.72,C1653229744,0.0,82742.46,0.0,0.0
193.0,TRANSFER,113273.1,C1707545075,113273.1,0.0,C700261838,0.0,0.0,1.0,0.0
253.0,PAYMENT,3008.82,C776483515,0.0,0.0,M1017691001,0.0,0.0,0.0,0.0
348.0,CASH_OUT,127304.38,C1861015613,0.0,0.0,C1950342597,9131365.24,9258669.63,0.0,0.0
156.0,CASH_IN,431627.39,C147344007,2736111.48,3167738.87,C124580273,863596.52,431969.13,0.0,0.0
401.0,CASH_OUT,393513.13,C2002192085,589783.0,196269.87,C1847393114,38119.64,431632.77,0.0,0.0
356.0,CASH_OUT,269521.67,C1682065870,9056.0,0.0,C2093628229,243815.63,513337.3,0.0,0.0
298.0,TRANSFER,14368001.78,C594917056,0.0,0.0,C439737079,277299714.06,291667715.83,0.0,0.0
278.0,PAYMENT,11819.32,C221864616,0.0,0.0,M1373350313,0.0,0.0,0.0,0.0
334.0,PAYMENT,24282.83,C637997755,0.0,0.0,M252190518,0.0,0.0,0.0,0.0
288.0,CASH_OUT,44116.87,C820569216,44116.87,0.0,C1301835304,0.0,44116.87,1.0,0.0
15.0,PAYMENT,8123.18,C557912399,0.0,0.0,M1629526932,0.0,0.0,0.0,0.0
37.0,CASH_OUT,609628.39,C914827933,0.0,0.0,C977715658,616343.01,1225971.4,0.0,0.0
530.0,CASH_OUT,19576.96,C158699247,19576.96,0.0,C1193716224,762608.82,782185.77,1.0,0.0
38.0,TRANSFER,360688.3,C739289668,360688.3,0.0,C432663857,0.0,0.0,1.0,0.0
679.0,TRANSFER,198383.8,C604057194,198383.8,0.0,C1016011422,0.0,0.0,1.0,0.0
402.0,PAYMENT,12153.57,C1395557831,0.0,0.0,M1236050239,0.0,0.0,0.0,0.0
731.0,CASH_OUT,31887.18,C30896720,31887.18,0.0,C1159359491,4584085.52,4615972.7,1.0,0.0
298.0,PAYMENT,5973.29,C1306284835,0.0,0.0,M567112917,0.0,0.0,0.0,0.0
378.0,CASH_IN,83873.75,C157766890,36904.0,120777.75,C1247669912,158907.79,75034.03,0.0,0.0
17.0,PAYMENT,16551.89,C878508054,10893.0,0.0,M960167840,0.0,0.0,0.0,0.0
21.0,PAYMENT,8820.28,C1357015040,20730.0,11909.72,M2069315826,0.0,0.0,0.0,0.0
283.0,CASH_IN,67012.1,C1998139110,6973793.07,7040805.17,C72998444,288390.13,221378.03,0.0,0.0
140.0,PAYMENT,11086.23,C876267602,0.0,0.0,M96672013,0.0,0.0,0.0,0.0
349.0,CASH_OUT,476975.23,C214430952,1369.0,0.0,C1278457193,0.0,476975.23,0.0,0.0
485.0,CASH_OUT,2755588.11,C164780972,2755588.11,0.0,C380842084,2758109.87,5513697.98,1.0,0.0
232.0,CASH_IN,153692.13,C1022511881,55319.0,209011.13,C289363784,1357258.09,1203565.96,0.0,0.0
11.0,TRANSFER,269798.79,C1864553648,296212.94,26414.15,C1978557426,7285394.45,7108650.12,0.0,0.0
359.0,TRANSFER,7428844.46,C1805149634,7428844.46,0.0,C849581392,0.0,0.0,1.0,0.0
441.0,CASH_OUT,739856.92,C199105956,739856.92,0.0,C695036887,0.0,739856.92,1.0,0.0
355.0,PAYMENT,17413.09,C1711271751,20081.0,2667.91,M1574430206,0.0,0.0,0.0,0.0
40.0,CASH_OUT,127113.5,C496496854,0.0,0.0,C1748795540,661445.77,788559.26,0.0,0.0
279.0,CASH_OUT,131095.16,C627563982,0.0,0.0,C1079720093,2986411.15,3117506.3,0.0,0.0
403.0,CASH_OUT,2178303.49,C694832431,2178303.49,0.0,C1264552873,0.0,2178303.49,1.0,0.0
372.0,PAYMENT,23322.67,C2036459522,17162.1,0.0,M488317513,0.0,0.0,0.0,0.0
153.0,PAYMENT,20824.33,C424752911,0.0,0.0,M1014979992,0.0,0.0,0.0,0.0
134.0,CASH_OUT,45190.94,C673458978,0.0,0.0,C1480185105,335362.82,380553.76,0.0,0.0
274.0,PAYMENT,11799.91,C159261116,0.0,0.0,M1798502089,0.0,0.0,0.0,0.0
33.0,CASH_OUT,398934.96,C2073789333,0.0,0.0,C1213359698,19662160.59,20061095.55,0.0,0.0
358.0,CASH_IN,153418.62,C1407621721,15191144.88,15344563.5,C822245543,1773808.91,1620390.29,0.0,0.0
502.0,CASH_OUT,73051.02,C257009232,73051.02,0.0,C2051261530,6049.33,79100.35,1.0,0.0
261.0,TRANSFER,163353.64,C306323012,163353.64,0.0,C1137288275,0.0,0.0,1.0,0.0
333.0,CASH_IN,271421.62,C1548752622,614774.02,886195.65,C450232674,703227.6,431805.98,0.0,0.0
312.0,CASH_OUT,64336.53,C1858941624,0.0,0.0,C1016039859,1418559.27,1482895.8,0.0,0.0
258.0,CASH_OUT,46314.34,C8511412,0.0,0.0,C507021493,47462.29,93776.64,0.0,0.0
19.0,CASH_OUT,15518.04,C1237914066,20726.0,5207.96,C1785105871,199053.0,214571.04,0.0,0.0
207.0,CASH_IN,166527.83,C146976929,30043.0,196570.83,C904335763,54412.25,0.0,0.0,0.0
356.0,PAYMENT,41639.77,C525659993,0.0,0.0,M409067737,0.0,0.0,0.0,0.0
331.0,CASH_OUT,161859.16,C1806063410,161859.16,0.0,C278197109,0.0,161859.16,1.0,0.0
133.0,CASH_OUT,57512.29,C1895502968,57512.29,0.0,C951398673,0.0,57512.29,1.0,0.0
155.0,CASH_OUT,49372.94,C2020102800,49372.94,0.0,C376747351,517116.46,566489.4,1.0,0.0
94.0,TRANSFER,1432418.6,C1901680935,0.0,0.0,C194813237,2901493.06,4333911.66,0.0,0.0
15.0,CASH_OUT,292144.8,C1257485626,52159.0,0.0,C583688197,2889345.17,3264045.41,0.0,0.0
138.0,CASH_IN,147081.83,C2094628031,239615.06,386696.89,C1772128471,189195.29,42113.45,0.0,0.0
375.0,PAYMENT,11079.03,C1782792866,77971.05,66892.01,M1269526592,0.0,0.0,0.0,0.0
256.0,CASH_OUT,462086.92,C558088346,198240.0,0.0,C293481633,0.0,462086.92,0.0,0.0
260.0,TRANSFER,789790.9,C1796406942,5014.0,0.0,C1477566274,510252.66,1300043.55,0.0,0.0
239.0,PAYMENT,10750.99,C481803892,651739.0,640988.01,M308895296,0.0,0.0,0.0,0.0
255.0,CASH_IN,464017.33,C827990893,10729.0,474746.33,C311984922,34440.14,0.0,0.0,0.0
201.0,PAYMENT,10303.67,C1030054855,0.0,0.0,M177080147,0.0,0.0,0.0,0.0
354.0,CASH_IN,134655.78,C839339779,32353.0,167008.78,C1164351614,100187.95,0.0,0.0,0.0
667.0,CASH_OUT,97886.16,C217635439,23389.0,0.0,C1438940418,0.0,97886.16,0.0,0.0
286.0,TRANSFER,16686476.23,C888485554,0.0,0.0,C42867565,25188574.58,41875050.81,0.0,0.0
187.0,CASH_IN,98615.93,C1026586339,14459.0,113074.93,C1427686474,0.0,0.0,0.0,0.0
657.0,CASH_OUT,41428.9,C2052119405,41428.9,0.0,C1101469852,25069.03,66497.93,1.0,0.0
350.0,CASH_OUT,207517.2,C396374568,207517.2,0.0,C2089777468,0.0,207517.2,1.0,0.0
13.0,CASH_IN,75460.58,C804282906,69435.0,144895.58,C2110835918,52672.56,0.0,0.0,0.0
280.0,TRANSFER,244168.41,C705115517,121757.0,0.0,C236767754,288300.2,532468.61,0.0,0.0
416.0,CASH_OUT,3019699.77,C2110305720,3019699.77,0.0,C225008798,523626.59,3543326.36,1.0,0.0
211.0,PAYMENT,21133.87,C1989790843,101088.0,79954.13,M495392411,0.0,0.0,0.0,0.0
400.0,CASH_OUT,256495.03,C764396374,180548.0,0.0,C1969884876,66241.91,322736.95,0.0,0.0
308.0,CASH_OUT,178180.03,C455134566,178180.03,0.0,C790415785,114156.1,292336.13,1.0,0.0
161.0,CASH_OUT,538428.86,C1369254106,538428.86,0.0,C247089725,0.0,538428.86,1.0,0.0
372.0,CASH_OUT,163415.74,C778629776,464801.64,301385.9,C1661058237,743438.82,906854.55,0.0,0.0
304.0,CASH_IN,174645.29,C1318468723,304636.0,479281.29,C2079066164,347421.02,172775.72,0.0,0.0
670.0,PAYMENT,5267.53,C934521726,25474.0,20206.47,M1260208737,0.0,0.0,0.0,0.0
186.0,PAYMENT,23389.13,C696188950,94524.0,71134.87,M1103480415,0.0,0.0,0.0,0.0
133.0,TRANSFER,104120.75,C255567831,0.0,0.0,C137655601,6333346.26,6437467.01,0.0,0.0
375.0,PAYMENT,64127.0,C940098806,46056.88,0.0,M1574589769,0.0,0.0,0.0,0.0
695.0,CASH_OUT,286835.21,C2076387037,286835.21,0.0,C10969694,1678767.02,1965602.23,1.0,0.0
353.0,PAYMENT,11718.28,C1012823201,14995.0,3276.72,M52796981,0.0,0.0,0.0,0.0
13.0,CASH_OUT,84709.07,C1166062633,43.0,0.0,C208049251,0.0,84709.07,0.0,0.0
139.0,CASH_IN,122760.05,C1604350160,21107.0,143867.05,C418710054,750224.33,627464.28,0.0,0.0
43.0,PAYMENT,12331.89,C822952745,30729.0,18397.11,M1686813710,0.0,0.0,0.0,0.0
711.0,CASH_OUT,986623.96,C444079490,986623.96,0.0,C2102767053,1554653.8,2541277.77,1.0,0.0
328.0,PAYMENT,29867.88,C2102629025,35129.53,5261.66,M1535271729,0.0,0.0,0.0,0.0
133.0,CASH_OUT,899782.7,C1241123022,899782.7,0.0,C28614156,106863.62,1006646.32,1.0,0.0
283.0,PAYMENT,3512.3,C6346634,47714.0,44201.7,M1796170518,0.0,0.0,0.0,0.0
564.0,CASH_OUT,3968964.4,C1383952651,3968964.4,0.0,C1068730301,419593.77,4388558.17,1.0,0.0
212.0,CASH_OUT,80918.29,C402511097,59465.0,0.0,C1281074539,6047764.85,6128683.13,0.0,0.0
371.0,TRANSFER,1173831.7,C560374936,0.0,0.0,C1125252005,2201309.61,3375141.32,0.0,0.0
131.0,PAYMENT,10268.69,C1869252078,0.0,0.0,M1867447049,0.0,0.0,0.0,0.0
537.0,TRANSFER,340119.98,C1649956184,340119.98,0.0,C2125667405,0.0,0.0,1.0,0.0
178.0,CASH_IN,60395.87,C1850672842,509.0,60904.87,C1237030799,674900.22,614504.35,0.0,0.0
356.0,CASH_OUT,5952739.3,C902008507,5952739.3,0.0,C1795644557,26300.83,5979040.12,1.0,0.0
379.0,CASH_OUT,368294.21,C1009274222,0.0,0.0,C1158273767,370859.74,739153.96,0.0,0.0
561.0,TRANSFER,285294.11,C1340063228,285294.11,0.0,C1532572341,0.0,0.0,1.0,0.0
191.0,PAYMENT,10356.35,C1250908614,5502.0,0.0,M1568268744,0.0,0.0,0.0,0.0
254.0,TRANSFER,518235.9,C1896081781,0.0,0.0,C879157462,1556885.12,2075121.02,0.0,0.0
183.0,PAYMENT,11491.02,C1832061956,2226.0,0.0,M228093676,0.0,0.0,0.0,0.0
167.0,PAYMENT,477.07,C289167685,54191.01,53713.94,M1727054335,0.0,0.0,0.0,0.0
204.0,CASH_OUT,79938.47,C1076544980,79938.47,0.0,C1266885726,0.0,79938.47,1.0,0.0
155.0,CASH_OUT,171634.47,C1670128632,0.0,0.0,C332981502,215264.33,386898.8,0.0,0.0
160.0,TRANSFER,548161.93,C814345778,548161.93,0.0,C1464577173,0.0,0.0,1.0,0.0
185.0,CASH_OUT,241468.77,C674286255,0.0,0.0,C1062634919,681973.99,923442.76,0.0,0.0
310.0,PAYMENT,505.24,C1077533747,0.0,0.0,M1238670297,0.0,0.0,0.0,0.0
692.0,TRANSFER,163490.28,C666992826,163490.28,0.0,C2120357897,0.0,0.0,1.0,0.0
277.0,TRANSFER,509359.46,C1418296926,0.0,0.0,C1129676720,526501.1,1035860.56,0.0,0.0
707.0,TRANSFER,4676.42,C1043527721,4676.42,0.0,C2017082627,0.0,0.0,1.0,0.0
225.0,CASH_IN,231598.99,C1965879643,856.0,232454.99,C1705590556,0.0,0.0,0.0,0.0
186.0,CASH_OUT,179321.12,C1705629934,179321.12,0.0,C848134520,0.0,179321.12,1.0,0.0
138.0,PAYMENT,4213.77,C1145318594,0.0,0.0,M1011308050,0.0,0.0,0.0,0.0
610.0,TRANSFER,33964.87,C915330664,33964.87,0.0,C1672862058,0.0,0.0,1.0,0.0
212.0,PAYMENT,2611.79,C1738885698,21850.0,19238.21,M1983488134,0.0,0.0,0.0,0.0
231.0,CASH_OUT,94372.61,C1451318490,0.0,0.0,C421443093,471783.48,566156.08,1.0,0.0
141.0,PAYMENT,7932.91,C1543852715,6983.0,0.0,M1274258337,0.0,0.0,0.0,0.0
330.0,CASH_OUT,21218.53,C1286491906,11641.0,0.0,C1487014207,513853.65,535072.17,0.0,0.0
331.0,PAYMENT,5135.26,C431285387,0.0,0.0,M1617072304,0.0,0.0,0.0,0.0
308.0,PAYMENT,16655.92,C1304235004,39885.0,23229.08,M509749240,0.0,0.0,0.0,0.0
255.0,CASH_OUT,32733.43,C1713593836,32733.43,0.0,C1707908238,0.0,32733.43,1.0,0.0
332.0,TRANSFER,19226.25,C56751982,19226.25,0.0,C2138523923,0.0,0.0,1.0,0.0
302.0,PAYMENT,2299.88,C201912484,191910.0,189610.12,M992786527,0.0,0.0,0.0,0.0
182.0,CASH_OUT,245082.51,C545501806,0.0,0.0,C2080101195,2930045.99,3175128.49,0.0,0.0
572.0,TRANSFER,262960.23,C1013385845,262960.23,0.0,C1547908337,0.0,0.0,1.0,0.0
326.0,PAYMENT,1305.3,C680814708,0.0,0.0,M164567121,0.0,0.0,0.0,0.0
39.0,TRANSFER,264425.43,C215450902,0.0,0.0,C944871086,941547.68,1234239.51,0.0,0.0
560.0,TRANSFER,730677.5,C1166383807,730677.5,0.0,C522357806,0.0,0.0,1.0,0.0
258.0,PAYMENT,7008.11,C1811808251,5097.0,0.0,M597494332,0.0,0.0,0.0,0.0
43.0,CASH_IN,234022.98,C1025965509,6708692.06,6942715.04,C1941598182,1238877.61,1004854.63,0.0,0.0
351.0,CASH_OUT,243115.71,C648959105,35133.0,0.0,C1755077863,0.0,243115.71,0.0,0.0
211.0,CASH_IN,171869.29,C2010163800,104000.0,275869.29,C185707039,0.0,0.0,0.0,0.0
306.0,CASH_OUT,14609.46,C1651865696,0.0,0.0,C1376388578,48119.04,62728.5,0.0,0.0
589.0,PAYMENT,49018.38,C931652819,21367.0,0.0,M838817193,0.0,0.0,0.0,0.0
43.0,CASH_OUT,238777.76,C1809927110,0.0,0.0,C1813450237,489525.65,728303.41,0.0,0.0
210.0,CASH_OUT,75260.18,C1037540966,24563.0,0.0,C1354426136,1133486.93,1208747.12,0.0,0.0
688.0,PAYMENT,21807.54,C1676422188,273666.0,251858.46,M1590551514,0.0,0.0,0.0,0.0
740.0,TRANSFER,1312694.5,C1681615431,1312694.5,0.0,C492082350,0.0,0.0,1.0,0.0
304.0,PAYMENT,22115.56,C1586635363,0.0,0.0,M1205613420,0.0,0.0,0.0,0.0
14.0,PAYMENT,1999.37,C1710928249,0.0,0.0,M221464993,0.0,0.0,0.0,0.0
548.0,PAYMENT,4893.22,C333766972,2930.0,0.0,M24617238,0.0,0.0,0.0,0.0
402.0,CASH_OUT,712200.43,C1830238037,257.0,0.0,C66938728,527836.08,1240036.51,0.0,0.0
153.0,CASH_IN,201553.85,C1979522778,19068.0,220621.85,C216127664,3266352.33,3064798.48,0.0,0.0
300.0,CASH_IN,115957.64,C1638145955,2200918.38,2316876.02,C1337562727,3731291.7,3615334.06,0.0,0.0
695.0,TRANSFER,1305754.09,C1383489618,1305754.09,0.0,C1527197718,0.0,0.0,1.0,0.0
128.0,CASH_OUT,4483868.79,C375834345,4483868.79,0.0,C459252114,1340132.06,5824000.85,1.0,0.0
608.0,TRANSFER,780687.45,C1149916025,780687.45,0.0,C757331107,0.0,0.0,1.0,0.0
34.0,CASH_OUT,231492.15,C579813050,92.0,0.0,C94841982,140936.6,372428.76,0.0,0.0
9.0,CASH_OUT,31588.93,C1074525234,81166.92,49577.99,C2020152163,261635.68,293224.61,0.0,0.0
183.0,TRANSFER,625560.03,C927979827,29946.0,0.0,C1572236223,6653.54,632213.57,0.0,0.0
426.0,CASH_OUT,9555.49,C685988056,150522.0,140966.51,C802940102,5198964.56,5208520.05,0.0,0.0
323.0,PAYMENT,13321.73,C1182997232,0.0,0.0,M1292267674,0.0,0.0,0.0,0.0
405.0,CASH_IN,117070.63,C1314712925,30812.0,147882.63,C298250683,9420.81,0.0,0.0,0.0
139.0,CASH_OUT,35698.3,C598108440,15224.0,0.0,C935325512,143146.5,178844.8,0.0,0.0
284.0,TRANSFER,498747.55,C1358700061,498747.55,0.0,C705797275,0.0,0.0,1.0,0.0
699.0,TRANSFER,181545.14,C828287936,181545.14,0.0,C1135968742,0.0,0.0,1.0,0.0
328.0,CASH_OUT,196748.36,C770347559,101427.0,0.0,C1752185784,124477.15,321225.5,0.0,0.0
33.0,CASH_IN,280845.65,C1317881337,8469047.66,8749893.3,C904776956,1620126.18,1339280.53,0.0,0.0
229.0,CASH_OUT,55835.2,C907193760,5631.89,0.0,C1434996972,1141364.92,1197200.12,0.0,0.0
209.0,PAYMENT,12113.49,C1561313970,0.0,0.0,M164459792,0.0,0.0,0.0,0.0
165.0,PAYMENT,775.74,C1029486640,11635.0,10859.26,M402754422,0.0,0.0,0.0,0.0
209.0,PAYMENT,13015.59,C549096261,1156.0,0.0,M1769489799,0.0,0.0,0.0,0.0
394.0,CASH_OUT,296545.17,C2070727869,22961.0,0.0,C262375718,65282.63,361827.8,0.0,0.0
332.0,PAYMENT,14001.53,C418609305,0.0,0.0,M1753462239,0.0,0.0,0.0,0.0
544.0,PAYMENT,30523.74,C428554781,2983.99,0.0,M853606769,0.0,0.0,0.0,0.0
386.0,CASH_OUT,879810.51,C1286606921,879810.51,0.0,C1451224315,483763.86,1363574.37,1.0,0.0
110.0,TRANSFER,535654.59,C108472489,535654.59,0.0,C1349687631,0.0,0.0,1.0,0.0
302.0,CASH_IN,498202.77,C401003426,694444.6,1192647.36,C1558984058,505382.95,7180.18,0.0,0.0
594.0,CASH_OUT,138025.14,C783540052,49753.0,0.0,C1372831248,0.0,138025.14,0.0,0.0
664.0,TRANSFER,397069.12,C767878011,397069.12,0.0,C205844537,0.0,0.0,1.0,0.0
234.0,CASH_IN,301684.62,C62043385,1545494.87,1847179.49,C1038703599,422950.86,121266.23,0.0,0.0
691.0,TRANSFER,612241.76,C127795331,612241.76,0.0,C81849981,0.0,0.0,1.0,0.0
232.0,CASH_OUT,163490.53,C1971485369,0.0,0.0,C1578413149,250307.29,413797.82,0.0,0.0
611.0,CASH_OUT,582725.12,C1584934652,582725.12,0.0,C795947524,1066408.36,1649133.48,1.0,0.0
327.0,PAYMENT,8193.23,C156720150,119541.0,111347.77,M1192007166,0.0,0.0,0.0,0.0
299.0,CASH_IN,39833.72,C1207040108,687241.84,727075.57,C1234644803,107027.73,67194.01,0.0,0.0
322.0,TRANSFER,1222082.58,C534917550,368972.12,0.0,C1600916198,4952124.89,6174207.47,0.0,0.0
327.0,CASH_OUT,282947.54,C2015890703,13071.0,0.0,C978751061,4921821.7,5204769.24,0.0,0.0
378.0,TRANSFER,192815.77,C2040900392,192815.77,0.0,C623153893,0.0,0.0,1.0,0.0
331.0,PAYMENT,11193.61,C1674606509,0.0,0.0,M1196113338,0.0,0.0,0.0,0.0
235.0,PAYMENT,4809.9,C351080596,823.0,0.0,M1977068,0.0,0.0,0.0,0.0
258.0,CASH_OUT,145814.18,C1409033363,10378.0,0.0,C1919980575,125401.46,271215.64,0.0,0.0
253.0,CASH_OUT,45061.65,C2055391490,681.0,0.0,C697269131,16026.0,0.0,0.0,0.0
522.0,CASH_OUT,1543975.74,C1183754268,1543975.74,0.0,C2139688742,273464.29,1817440.03,1.0,0.0
401.0,TRANSFER,5838803.23,C1915645992,5838803.23,0.0,C932447324,0.0,0.0,1.0,0.0
42.0,PAYMENT,816.61,C340950014,0.0,0.0,M2076153316,0.0,0.0,0.0,0.0
695.0,CASH_OUT,70785.41,C1061203786,30520.0,0.0,C1801272660,10158.65,80944.07,0.0,0.0
277.0,CASH_IN,91105.53,C2027796412,41908.0,133013.53,C121726670,609925.49,518819.96,0.0,0.0
349.0,CASH_IN,232938.76,C474989552,3906176.31,4139115.07,C760890499,285537.36,52598.6,0.0,0.0
258.0,TRANSFER,618270.9,C1716255280,618270.9,0.0,C79653418,0.0,0.0,1.0,0.0
301.0,CASH_OUT,30674.51,C541747827,0.0,0.0,C299429756,170504.11,47216.17,0.0,0.0
554.0,TRANSFER,346795.44,C1744798972,346795.44,0.0,C815065594,0.0,0.0,1.0,0.0
354.0,CASH_IN,33679.98,C271560483,8759089.5,8792769.48,C1041055203,1077914.85,1044234.87,0.0,0.0
284.0,CASH_IN,229328.19,C1272648523,5632.0,234960.19,C82779513,28722.18,0.0,0.0,0.0
179.0,CASH_IN,45948.06,C1813698623,1241105.28,1287053.34,C1662712486,6499345.91,6453397.84,0.0,0.0
143.0,CASH_IN,96974.64,C381480939,16597.0,113571.64,C1905051942,0.0,0.0,0.0,0.0
253.0,PAYMENT,67633.29,C175045274,21159.0,0.0,M850487294,0.0,0.0,0.0,0.0
66.0,TRANSFER,2096634.43,C1735799250,2096634.43,0.0,C106378482,0.0,0.0,1.0,0.0
325.0,CASH_IN,29802.38,C247145177,4518429.46,4548231.85,C222452581,487014.86,457212.47,0.0,0.0
355.0,CASH_OUT,258235.45,C435720383,246077.0,0.0,C273299133,0.0,258235.45,0.0,0.0
41.0,CASH_OUT,326.4,C1137696395,0.0,0.0,C934543764,1454354.69,1454681.09,0.0,0.0
199.0,TRANSFER,590229.26,C2141349568,590229.26,0.0,C862273791,0.0,0.0,1.0,0.0
236.0,CASH_OUT,576291.11,C497738033,0.0,0.0,C1569984362,2088564.57,2664855.68,0.0,0.0
371.0,CASH_OUT,91355.81,C1705816187,0.0,0.0,C1681317463,910634.46,1001990.27,0.0,0.0
212.0,CASH_IN,11409.41,C182797149,3041974.03,3053383.44,C1893366428,41899.43,30490.02,0.0,0.0
477.0,TRANSFER,6646879.72,C2023738276,6646879.72,0.0,C1104022737,0.0,0.0,1.0,0.0
22.0,CASH_OUT,107038.35,C743438488,792.0,0.0,C234415633,0.0,107038.35,0.0,0.0
516.0,TRANSFER,2625132.51,C1656607369,2625132.51,0.0,C391839907,0.0,0.0,1.0,0.0
14.0,PAYMENT,5705.06,C1138405175,103427.46,97722.4,M2025443180,0.0,0.0,0.0,0.0
190.0,TRANSFER,185510.21,C818165739,185510.21,0.0,C1105587569,0.0,0.0,1.0,0.0
38.0,CASH_OUT,360688.3,C62190783,360688.3,0.0,C1187610031,0.0,360688.3,1.0,0.0
228.0,CASH_OUT,208659.91,C887372788,55177.24,0.0,C77088420,300223.41,508883.31,0.0,0.0
209.0,CASH_IN,117798.44,C625623356,42536.0,160334.44,C2121536668,131694.73,13896.29,0.0,0.0
372.0,CASH_OUT,72892.36,C943621257,0.0,0.0,C1150734951,237674.27,310566.63,0.0,0.0
397.0,PAYMENT,17555.81,C273050739,0.0,0.0,M2053233262,0.0,0.0,0.0,0.0
398.0,PAYMENT,4877.76,C1169250644,128592.0,123714.24,M241513121,0.0,0.0,0.0,0.0
212.0,CASH_OUT,296699.39,C724206684,296699.39,0.0,C1519890432,162636.95,459336.34,1.0,0.0
226.0,PAYMENT,37483.61,C107403974,10602.0,0.0,M1413324053,0.0,0.0,0.0,0.0
189.0,TRANSFER,2339743.18,C450854769,2339743.18,0.0,C2101891775,0.0,0.0,1.0,0.0
164.0,CASH_OUT,126467.92,C1726249577,122568.0,0.0,C1105535076,37879.79,164347.71,0.0,0.0
439.0,CASH_OUT,3947541.37,C2144474125,3947541.37,0.0,C1652358920,226201.44,4173742.81,1.0,0.0
380.0,CASH_OUT,137182.28,C907548798,15030.0,0.0,C319509294,1568646.08,1705828.36,0.0,0.0
374.0,CASH_OUT,325861.21,C2144538282,49778.0,0.0,C2080127636,56003.25,381864.45,0.0,0.0
239.0,PAYMENT,14143.78,C803216556,118.0,0.0,M300290417,0.0,0.0,0.0,0.0
307.0,PAYMENT,4117.78,C477919424,10797.0,6679.22,M1730409516,0.0,0.0,0.0,0.0
164.0,CASH_OUT,10250.47,C76980828,78174.0,67923.53,C84515012,0.0,10250.47,0.0,0.0
138.0,CASH_OUT,84423.29,C345769395,0.0,0.0,C676696103,94183.9,178607.2,0.0,0.0
569.0,TRANSFER,51416.07,C1275321415,51416.07,0.0,C1417015196,0.0,0.0,1.0,0.0
221.0,CASH_OUT,167060.63,C1045758970,167060.63,0.0,C1519708858,890774.84,1057835.47,1.0,0.0
568.0,CASH_OUT,66188.66,C1737756635,66188.66,0.0,C1532114451,715846.03,782034.69,1.0,0.0
261.0,CASH_IN,189217.9,C1126363850,4259053.83,4448271.73,C1489381817,5738086.15,5548868.24,0.0,0.0
347.0,CASH_IN,33329.78,C1820763753,522271.85,555601.63,C246374370,530627.69,497297.9,0.0,0.0
205.0,TRANSFER,556504.67,C255513067,0.0,0.0,C824809595,758190.56,1314695.22,0.0,0.0
437.0,TRANSFER,207801.38,C654688690,207801.38,0.0,C1092203712,0.0,0.0,1.0,0.0
258.0,CASH_IN,394470.06,C972588155,105436.0,499906.06,C228045256,786404.65,391934.59,0.0,0.0
309.0,TRANSFER,3490916.0,C864985630,3490916.0,0.0,C713202339,0.0,0.0,1.0,0.0
205.0,PAYMENT,5842.35,C1748465851,0.0,0.0,M728793340,0.0,0.0,0.0,0.0
132.0,CASH_IN,294557.05,C232521440,2342267.27,2636824.32,C2008085674,380994.53,86437.48,0.0,0.0
131.0,PAYMENT,6220.24,C2092924809,0.0,0.0,M1297375020,0.0,0.0,0.0,0.0
9.0,TRANSFER,994453.2,C1121789613,1437370.87,442917.67,C254839817,194812.76,665743.67,1.0,0.0
297.0,PAYMENT,22727.34,C281341536,0.0,0.0,M1680186130,0.0,0.0,0.0,0.0
42.0,CASH_OUT,49313.32,C333826602,0.0,0.0,C631275518,1089813.53,1139126.85,0.0,0.0
188.0,PAYMENT,6847.25,C149931171,52238.73,45391.47,M1381797358,0.0,0.0,0.0,0.0
509.0,TRANSFER,1994525.04,C96305554,1994525.04,0.0,C1951018311,0.0,0.0,1.0,0.0
419.0,CASH_OUT,171944.75,C1955062699,0.0,0.0,C1728493075,240345.08,412289.83,0.0,0.0
206.0,CASH_IN,459998.63,C2064423348,1329716.45,1789715.08,C2128498885,972076.84,512078.2,0.0,0.0
179.0,TRANSFER,1174121.99,C1434046797,28262.64,0.0,C1353602591,1277582.86,2451704.85,0.0,0.0
36.0,PAYMENT,5917.46,C805421171,67788.05,61870.6,M875183466,0.0,0.0,0.0,0.0
15.0,TRANSFER,523023.43,C1078976783,0.0,0.0,C903038642,720894.91,1243918.34,0.0,0.0
161.0,CASH_IN,154512.59,C1638494141,1211105.94,1365618.53,C361338658,623299.49,468786.9,0.0,0.0
372.0,PAYMENT,39419.86,C341733046,0.0,0.0,M1124925130,0.0,0.0,0.0,0.0
351.0,TRANSFER,63.8,C1293504491,63.8,0.0,C1368130863,0.0,0.0,1.0,0.0
497.0,TRANSFER,1177100.83,C1455972022,1177100.83,0.0,C811273575,0.0,0.0,1.0,0.0
204.0,CASH_OUT,241686.11,C1333836029,0.0,0.0,C1594324272,6693287.6,6934973.71,0.0,0.0
256.0,PAYMENT,4595.34,C4928875,0.0,0.0,M1377192737,0.0,0.0,0.0,0.0
302.0,TRANSFER,25150812.84,C2095672000,0.0,0.0,C1825388561,25294454.51,50445267.35,0.0,0.0
565.0,CASH_OUT,79321.18,C65937395,0.0,0.0,C2036318229,1466500.26,1545821.44,0.0,0.0
259.0,CASH_OUT,195301.04,C1246778993,0.0,0.0,C212995127,268673.3,463974.34,0.0,0.0
